CustomerID,Name,Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
155,Customer_155,41,Male,Houston,8,92.06,126,1
156,Customer_156,52,Female,Houston,20,90.9,396,0
157,Customer_157,50,Female,Houston,23,41.24,64,0
158,Customer_158,68,Male,New York,7,92.9,199,1
159,Customer_159,41,Female,Miami,21,80.3,351,1
160,Customer_160,26,Male,New York,23,87.42,261,0
161,Customer_161,52,Female,Houston,3,38.11,376,0
162,Customer_162,37,Female,Chicago,14,63.78,321,1
163,Customer_163,68,Female,Miami,5,40.9,496,0
164,Customer_164,22,Female,Miami,10,64.04,89,1
165,Customer_165,48,Male,Los Angeles,10,36.44,162,1
166,Customer_166,33,Male,Chicago,15,70.28,480,1
167,Customer_167,66,Male,Houston,20,35.34,400,1
168,Customer_168,33,Female,Houston,1,95.13,320,0
169,Customer_169,35,Female,Los Angeles,3,36.48,303,1
170,Customer_170,19,Female,Houston,10,89.65,197,0
171,Customer_171,56,Female,Miami,18,56.81,218,0
172,Customer_172,54,Female,Miami,2,86.68,225,1
173,Customer_173,53,Male,Houston,10,47.57,134,0
174,Customer_174,34,Male,New York,1,65.08,181,0
175,Customer_175,66,Female,Houston,21,71.73,231,0
176,Customer_176,39,Female,Houston,11,39.55,474,0
177,Customer_177,53,Male,Los Angeles,17,44.07,348,0
178,Customer_178,31,Male,Los Angeles,21,35.29,112,1
179,Customer_179,41,Female,Chicago,13,67.09,419,1
180,Customer_180,61,Female,Houston,23,66.52,457,0
181,Customer_181,34,Male,Houston,4,46.49,54,1
182,Customer_182,61,Female,Chicago,13,54.37,122,0
183,Customer_183,26,Male,New York,2,92.47,397,1
184,Customer_184,70,Female,Houston,6,42.26,100,1
185,Customer_185,54,Female,Miami,3,56.44,463,1
186,Customer_186,52,Female,New York,17,75.12,318,1
187,Customer_187,35,Female,Chicago,20,86.55,242,1
188,Customer_188,18,Male,Houston,3,74.14,327,0
189,Customer_189,56,Female,Los Angeles,10,97.94,84,1
190,Customer_190,62,Female,Houston,20,82.82,476,0
191,Customer_191,62,Male,New York,4,85.73,256,0
192,Customer_192,37,Male,Los Angeles,15,58.81,241,1
193,Customer_193,24,Female,Houston,24,77.85,466,0
194,Customer_194,32,Female,Chicago,1,44.58,438,1
195,Customer_195,27,Female,Houston,4,66.4,51,1
196,Customer_196,43,Female,Los Angeles,1,55.18,165,1
197,Customer_197,53,Female,Chicago,11,79.66,120,1
198,Customer_198,46,Female,Houston,1,96.75,493,1
199,Customer_199,43,Female,Chicago,1,84.36,150,1
200,Customer_200,64,Male,Los Angeles,15,56.53,59,0
201,Customer_201,29,Male,Los Angeles,7,98.2,188,0
202,Customer_202,54,Male,New York,5,72.36,339,1
203,Customer_203,60,Female,Miami,18,97.06,167,1
204,Customer_204,37,Female,Houston,10,57.34,120,1
205,Customer_205,24,Female,Chicago,20,30.52,371,0
206,Customer_206,64,Female,New York,22,79.41,114,0
207,Customer_207,29,Female,Chicago,2,89.42,236,0
208,Customer_208,50,Male,Los Angeles,19,56.3,114,0
209,Customer_209,59,Female,New York,1,48.14,301,1
210,Customer_210,21,Female,Houston,2,66.9,209,0
211,Customer_211,65,Male,Chicago,19,93.59,311,0
212,Customer_212,42,Female,Chicago,8,78.06,236,0
213,Customer_213,32,Male,Los Angeles,9,72.83,496,0
214,Customer_214,51,Male,Chicago,21,95.01,429,0
215,Customer_215,40,Male,New York,24,45.87,459,0
216,Customer_216,62,Male,Los Angeles,14,77.0,305,1
217,Customer_217,55,Male,Chicago,3,47.48,190,0
218,Customer_218,49,Male,Houston,7,72.62,345,0
219,Customer_219,32,Male,Miami,8,75.84,284,1
220,Customer_220,66,Female,New York,16,87.64,390,1
221,Customer_221,47,Male,New York,15,36.66,438,0
222,Customer_222,20,Female,Chicago,3,51.26,72,1
223,Customer_223,69,Male,Los Angeles,21,82.39,115,1
224,Customer_224,22,Male,Houston,2,40.33,258,0
225,Customer_225,34,Female,Miami,7,41.54,358,1
226,Customer_226,60,Female,Houston,9,40.33,442,1
227,Customer_227,55,Female,Los Angeles,13,52.33,136,1
228,Customer_228,37,Male,Chicago,11,36.1,280,1
229,Customer_229,23,Male,Miami,4,36.47,55,1
230,Customer_230,28,Female,Miami,18,30.87,309,1
231,Customer_231,48,Male,Los Angeles,3,72.26,266,1
232,Customer_232,35,Male,Chicago,22,35.75,388,0
233,Customer_233,62,Male,Chicago,15,34.96,345,0
234,Customer_234,59,Female,Los Angeles,11,87.68,52,0
235,Customer_235,61,Male,New York,5,34.31,478,1
236,Customer_236,33,Male,Chicago,20,45.49,401,1
237,Customer_237,21,Female,New York,2,48.99,472,1
238,Customer_238,68,Male,Miami,24,60.59,269,0
239,Customer_239,19,Female,Miami,18,75.56,65,0
240,Customer_240,21,Male,New York,10,33.65,163,0
241,Customer_241,30,Male,New York,13,32.33,383,1
242,Customer_242,67,Female,New York,1,50.04,488,1
243,Customer_243,70,Male,Miami,24,93.55,497,1
244,Customer_244,48,Male,Chicago,11,83.53,71,1
245,Customer_245,63,Male,New York,19,41.08,216,0
246,Customer_246,53,Male,Houston,22,88.15,229,1
247,Customer_247,60,Female,Los Angeles,14,38.39,115,1
248,Customer_248,69,Male,Los Angeles,3,90.34,271,1
249,Customer_249,56,Female,New York,6,65.68,223,0
250,Customer_250,29,Male,Houston,15,92.34,263,1
251,Customer_251,20,Female,Chicago,16,95.27,255,1
252,Customer_252,55,Male,Los Angeles,21,87.95,145,1
253,Customer_253,52,Female,Los Angeles,15,77.27,203,0
254,Customer_254,68,Female,Houston,16,32.89,76,0
255,Customer_255,26,Female,Houston,14,88.11,336,1
256,Customer_256,51,Male,Houston,14,52.3,372,0
257,Customer_257,45,Male,Houston,2,64.6,443,0
258,Customer_258,30,Female,Los Angeles,10,33.36,306,0
259,Customer_259,57,Male,Miami,22,49.48,307,0
260,Customer_260,63,Male,Miami,3,81.12,395,0
261,Customer_261,70,Female,Miami,15,75.99,73,0
262,Customer_262,18,Male,Los Angeles,14,85.42,491,0
263,Customer_263,22,Female,Los Angeles,2,82.8,136,0
264,Customer_264,19,Male,Los Angeles,24,44.98,427,1
265,Customer_265,34,Male,Los Angeles,4,81.4,386,1
266,Customer_266,22,Female,Houston,4,88.11,256,1
267,Customer_267,44,Female,Chicago,19,81.28,448,0
268,Customer_268,63,Male,Houston,5,89.61,377,1
269,Customer_269,35,Male,Los Angeles,13,30.93,482,1
270,Customer_270,47,Male,Miami,22,73.12,324,1
271,Customer_271,19,Male,Miami,14,59.27,357,1
272,Customer_272,62,Male,Chicago,5,65.15,187,1
273,Customer_273,47,Female,Chicago,19,74.76,397,0
274,Customer_274,20,Female,Los Angeles,22,36.36,394,1
275,Customer_275,42,Female,Houston,24,82.02,123,0
276,Customer_276,68,Male,Los Angeles,21,49.44,149,1
277,Customer_277,42,Male,Houston,11,36.5,303,0
278,Customer_278,55,Male,Houston,13,46.37,106,0
279,Customer_279,48,Female,Houston,22,70.57,296,1
280,Customer_280,38,Male,Houston,4,55.97,463,1
281,Customer_281,44,Female,Los Angeles,9,35.46,80,0
282,Customer_282,70,Female,New York,3,74.1,211,1
283,Customer_283,41,Female,New York,13,62.21,460,1
284,Customer_284,36,Male,New York,4,33.98,78,1
285,Customer_285,61,Male,New York,15,97.86,499,0
286,Customer_286,60,Male,Miami,2,89.4,357,1
287,Customer_287,33,Female,Miami,24,89.1,498,1
288,Customer_288,38,Male,New York,14,48.84,424,1
289,Customer_289,59,Male,Chicago,8,71.04,204,1
290,Customer_290,38,Female,Houston,17,42.76,407,1
291,Customer_291,64,Male,Los Angeles,10,53.0,325,1
292,Customer_292,35,Male,Miami,1,34.75,119,0
293,Customer_293,63,Male,Los Angeles,4,39.25,143,0
294,Customer_294,41,Male,Houston,17,68.08,71,1
295,Customer_295,46,Female,New York,20,68.87,153,1
296,Customer_296,55,Female,Los Angeles,4,67.92,109,0
297,Customer_297,29,Female,New York,1,65.48,295,1
298,Customer_298,45,Female,Chicago,3,46.32,369,0
299,Customer_299,35,Male,Chicago,4,46.19,437,0
300,Customer_300,49,Female,Chicago,24,48.09,492,0
301,Customer_301,47,Female,Los Angeles,6,52.19,406,0
302,Customer_302,34,Female,Chicago,7,58.2,69,0
303,Customer_303,31,Female,Los Angeles,18,52.01,397,0
304,Customer_304,20,Male,Los Angeles,5,59.74,272,0
305,Customer_305,28,Male,New York,6,89.31,327,1
306,Customer_306,43,Female,Houston,19,66.76,352,1
307,Customer_307,22,Male,Miami,24,59.96,125,1
308,Customer_308,65,Male,Miami,9,40.35,488,1
309,Customer_309,22,Male,New York,23,33.01,112,0
310,Customer_310,52,Female,Houston,1,44.29,184,0
311,Customer_311,49,Female,Houston,7,47.28,69,1
312,Customer_312,68,Male,Los Angeles,16,81.03,82,1
313,Customer_313,31,Female,Houston,9,36.75,160,1
314,Customer_314,57,Male,Chicago,21,87.93,162,1
315,Customer_315,55,Male,Houston,9,49.53,333,0
316,Customer_316,41,Female,Chicago,8,98.39,104,1
317,Customer_317,52,Male,Miami,7,67.9,247,0
318,Customer_318,18,Female,Los Angeles,17,52.46,411,1
319,Customer_319,52,Female,Miami,24,82.98,286,0
320,Customer_320,61,Male,Chicago,1,76.62,405,0
321,Customer_321,39,Male,Chicago,15,88.43,353,1
322,Customer_322,55,Female,Miami,9,58.5,63,1
323,Customer_323,51,Female,Houston,9,93.41,184,1
324,Customer_324,26,Female,Los Angeles,16,94.35,253,0
325,Customer_325,21,Male,New York,16,73.27,301,1
326,Customer_326,62,Female,Los Angeles,21,49.08,229,1
327,Customer_327,67,Female,Chicago,1,88.86,405,0
328,Customer_328,35,Male,Los Angeles,22,64.93,289,0
329,Customer_329,48,Female,Houston,20,50.54,88,0
330,Customer_330,25,Female,New York,11,72.89,101,0
331,Customer_331,30,Male,New York,15,50.65,239,0
332,Customer_332,61,Male,Houston,10,69.25,102,1
333,Customer_333,57,Male,Miami,15,43.94,346,1
334,Customer_334,50,Male,Chicago,13,67.59,63,1
335,Customer_335,69,Female,Los Angeles,12,53.13,446,1
336,Customer_336,53,Male,Los Angeles,24,56.49,185,0
337,Customer_337,41,Male,Houston,2,51.23,91,0
338,Customer_338,54,Female,Chicago,19,56.82,232,0
339,Customer_339,37,Male,New York,3,56.14,385,1
340,Customer_340,54,Female,Miami,4,93.26,380,0
341,Customer_341,27,Female,Houston,24,84.76,431,0
342,Customer_342,68,Female,Chicago,6,69.57,419,1
343,Customer_343,32,Female,Miami,17,35.8,364,1
344,Customer_344,35,Female,Los Angeles,11,89.84,79,0
345,Customer_345,56,Male,Miami,13,76.02,300,1
346,Customer_346,23,Male,Miami,21,63.78,411,0
347,Customer_347,53,Female,Chicago,2,59.26,374,1
348,Customer_348,52,Female,Chicago,17,35.54,86,0
349,Customer_349,23,Female,Miami,10,69.35,457,0
350,Customer_350,64,Female,Los Angeles,8,53.43,233,1
351,Customer_351,65,Female,Houston,3,86.01,192,1
352,Customer_352,46,Male,Los Angeles,15,99.44,290,0
353,Customer_353,37,Female,New York,8,46.55,59,1
354,Customer_354,48,Male,Miami,3,37.17,243,0
355,Customer_355,35,Male,Chicago,15,77.75,265,0
356,Customer_356,28,Female,New York,20,85.92,433,1
357,Customer_357,69,Female,Los Angeles,20,98.93,469,0
358,Customer_358,66,Male,Miami,14,94.58,453,0
359,Customer_359,47,Male,Houston,13,35.97,224,1
360,Customer_360,59,Female,Miami,16,77.31,421,1
361,Customer_361,34,Male,New York,20,82.44,251,0
362,Customer_362,31,Female,Los Angeles,10,34.17,485,0
363,Customer_363,32,Female,Los Angeles,24,70.9,180,1
364,Customer_364,19,Female,Chicago,13,31.32,50,0
365,Customer_365,44,Male,Miami,1,91.81,185,1
366,Customer_366,53,Male,Houston,3,56.24,400,1
367,Customer_367,45,Male,New York,2,81.66,306,0
368,Customer_368,64,Female,New York,2,61.34,446,0
369,Customer_369,34,Female,Miami,11,36.76,171,1
370,Customer_370,25,Female,Los Angeles,8,88.15,364,1
371,Customer_371,23,Male,Chicago,24,38.48,395,0
372,Customer_372,64,Female,Chicago,20,61.82,488,0
373,Customer_373,33,Male,Houston,23,42.86,427,1
374,Customer_374,23,Female,Houston,13,68.72,150,1
375,Customer_375,67,Male,Miami,15,98.38,95,1
376,Customer_376,52,Female,Miami,7,64.03,93,1
377,Customer_377,50,Male,Miami,21,40.65,350,1
378,Customer_378,27,Female,New York,8,88.37,369,0
379,Customer_379,65,Female,Chicago,8,33.59,58,0
380,Customer_380,51,Male,Los Angeles,24,55.14,304,0
381,Customer_381,56,Female,Miami,13,37.15,394,1
382,Customer_382,56,Female,Miami,1,61.2,58,1
383,Customer_383,33,Male,New York,12,77.65,200,0
384,Customer_384,25,Male,Los Angeles,3,96.44,420,1
385,Customer_385,64,Female,Los Angeles,2,47.48,132,0
386,Customer_386,43,Male,Houston,21,96.22,76,0
387,Customer_387,48,Male,Los Angeles,8,82.72,104,0
388,Customer_388,29,Female,Miami,10,46.33,476,1
389,Customer_389,50,Female,Miami,3,41.68,160,1
390,Customer_390,44,Male,Houston,14,87.05,181,0
391,Customer_391,48,Male,New York,1,31.63,428,1
392,Customer_392,40,Female,Miami,11,67.72,58,0
393,Customer_393,61,Female,New York,9,51.66,243,0
394,Customer_394,56,Female,New York,18,90.54,479,1
395,Customer_395,53,Male,New York,19,35.35,183,0
396,Customer_396,34,Female,Miami,2,75.58,274,0
397,Customer_397,60,Female,Los Angeles,24,81.98,96,1
398,Customer_398,30,Female,Chicago,22,50.35,103,1
399,Customer_399,36,Male,Houston,1,72.83,129,1
400,Customer_400,34,Female,Chicago,16,48.74,417,0
401,Customer_401,31,Female,Chicago,24,74.35,99,1
402,Customer_402,32,Female,New York,17,87.24,430,0
403,Customer_403,58,Female,Miami,19,37.03,75,0
404,Customer_404,36,Male,Houston,9,74.69,53,1
405,Customer_405,57,Female,Chicago,12,97.51,382,0
406,Customer_406,35,Male,Houston,19,47.8,412,1
407,Customer_407,55,Female,Houston,18,59.97,129,0
408,Customer_408,44,Female,Miami,18,97.04,132,0
409,Customer_409,53,Female,New York,7,91.69,226,0
410,Customer_410,24,Male,Chicago,13,68.7,492,1
411,Customer_411,60,Male,Los Angeles,3,34.26,132,1
412,Customer_412,19,Female,Houston,21,59.3,346,1
413,Customer_413,61,Male,Chicago,17,94.05,320,0
414,Customer_414,46,Male,Houston,22,60.31,268,0
415,Customer_415,32,Male,Houston,21,89.51,410,0
416,Customer_416,68,Female,Los Angeles,2,96.19,94,0
417,Customer_417,27,Female,Miami,3,75.25,315,1
418,Customer_418,56,Female,Chicago,12,34.98,136,1
419,Customer_419,52,Male,Miami,19,33.81,364,0
420,Customer_420,20,Male,Miami,20,59.49,143,0
421,Customer_421,46,Male,Chicago,24,34.14,387,1
422,Customer_422,65,Female,Chicago,22,63.56,410,0
423,Customer_423,52,Female,New York,17,64.71,116,1
424,Customer_424,42,Female,Los Angeles,22,59.53,498,1
425,Customer_425,62,Female,Chicago,18,61.32,385,0
426,Customer_426,44,Male,Houston,13,34.11,53,0
427,Customer_427,27,Female,Chicago,4,56.55,493,1
428,Customer_428,66,Female,Miami,5,64.77,489,0
429,Customer_429,63,Male,Los Angeles,9,78.13,380,0
430,Customer_430,41,Male,Miami,3,30.05,108,1
431,Customer_431,25,Male,Miami,6,67.62,184,1
432,Customer_432,67,Female,Houston,15,92.03,208,0
433,Customer_433,61,Female,Miami,20,43.18,387,0
434,Customer_434,25,Male,New York,23,44.33,200,0
435,Customer_435,60,Male,Los Angeles,15,86.32,442,0
436,Customer_436,39,Female,Los Angeles,13,94.42,313,1
437,Customer_437,65,Male,Los Angeles,15,82.08,89,0
438,Customer_438,59,Female,Los Angeles,13,41.99,127,0
439,Customer_439,65,Female,Houston,19,95.71,393,1
440,Customer_440,59,Male,Chicago,16,37.42,222,1
441,Customer_441,66,Male,New York,8,61.34,297,1
442,Customer_442,63,Male,Houston,20,75.18,451,1
443,Customer_443,49,Female,Los Angeles,16,49.44,493,1
444,Customer_444,30,Male,Chicago,24,49.57,56,0
445,Customer_445,43,Male,Chicago,11,53.56,298,1
446,Customer_446,24,Female,Houston,16,31.99,394,0
447,Customer_447,30,Male,Los Angeles,14,92.0,366,0
448,Customer_448,21,Female,Houston,24,51.63,58,1
449,Customer_449,48,Female,Chicago,3,44.59,498,1
450,Customer_450,61,Male,Los Angeles,20,52.91,437,0
451,Customer_451,41,Male,Miami,22,87.23,139,0
452,Customer_452,23,Female,New York,21,85.0,243,1
453,Customer_453,41,Female,Houston,22,33.91,493,0
454,Customer_454,31,Male,Chicago,7,59.5,282,0
455,Customer_455,24,Female,Houston,16,40.16,496,0
456,Customer_456,47,Male,Houston,4,31.74,65,1
457,Customer_457,65,Female,Miami,16,42.28,138,0
458,Customer_458,48,Male,Los Angeles,8,91.53,141,0
459,Customer_459,23,Male,Chicago,8,45.41,184,1
460,Customer_460,45,Female,Miami,11,87.25,393,0
461,Customer_461,18,Male,Houston,12,65.83,156,1
462,Customer_462,59,Female,New York,22,51.76,497,1
463,Customer_463,70,Female,Miami,5,62.49,354,0
464,Customer_464,51,Female,Chicago,1,64.0,428,1
465,Customer_465,47,Male,New York,20,86.48,373,0
466,Customer_466,25,Female,Miami,11,39.65,157,0
467,Customer_467,27,Female,New York,13,71.99,229,1
468,Customer_468,43,Female,Los Angeles,13,53.96,86,0
469,Customer_469,39,Male,Los Angeles,10,47.96,89,1
470,Customer_470,38,Female,New York,24,33.7,397,0
471,Customer_471,24,Female,Chicago,18,90.92,216,0
472,Customer_472,56,Male,Chicago,11,54.84,82,1
473,Customer_473,46,Male,Chicago,19,64.59,467,0
474,Customer_474,32,Female,Miami,13,99.15,143,1
475,Customer_475,60,Female,Miami,3,60.13,68,1
476,Customer_476,33,Female,Los Angeles,1,96.29,351,0
477,Customer_477,25,Male,New York,10,94.12,414,0
478,Customer_478,63,Male,Chicago,1,31.36,223,1
479,Customer_479,33,Female,Houston,11,76.79,101,0
480,Customer_480,37,Female,New York,17,46.3,360,0
481,Customer_481,22,Female,Los Angeles,14,44.5,202,1
482,Customer_482,18,Male,Houston,12,70.78,84,0
483,Customer_483,41,Male,Los Angeles,16,93.64,319,1
484,Customer_484,19,Male,Chicago,24,53.99,144,1
485,Customer_485,26,Female,Houston,8,57.78,79,0
486,Customer_486,29,Male,New York,17,47.46,270,0
487,Customer_487,28,Female,New York,14,58.41,273,0
488,Customer_488,59,Female,Chicago,21,57.08,278,0
489,Customer_489,44,Female,New York,16,54.48,67,0
490,Customer_490,39,Male,Chicago,8,44.5,194,1
491,Customer_491,24,Male,Miami,4,99.34,217,0
492,Customer_492,21,Female,Chicago,1,60.92,350,0
493,Customer_493,64,Female,Miami,17,78.32,189,1
494,Customer_494,31,Female,New York,22,32.62,406,0
495,Customer_495,61,Male,Los Angeles,9,43.54,118,0
496,Customer_496,42,Male,Los Angeles,17,45.46,366,0
497,Customer_497,46,Female,Los Angeles,1,73.66,155,1
498,Customer_498,55,Female,Miami,9,67.73,358,1
499,Customer_499,51,Female,Miami,22,92.89,62,0
500,Customer_500,40,Male,Los Angeles,1,43.55,413,1
501,Customer_501,63,Female,New York,2,94.04,251,0
